,id,firstname,surname,born,died,bornCountry,bornCountryCode,bornCity,diedCountry,diedCountryCode,diedCity,gender,prizes
298,304,Albrecht,Kossel,1853-09-16,1927-07-05,Mecklenburg (now Germany),DE,Rostock,Germany,DE,Heidelberg,male,"[{'year': '1910', 'category': 'medicine', 'share': '1', 'motivation': '""in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances""', 'affiliations': [{'name': 'University of Heidelberg', 'city': 'Heidelberg', 'country': 'Germany'}]}]"
299,305,Allvar,Gullstrand,1862-06-05,1930-07-28,Sweden,SE,Landskrona,Sweden,SE,Stockholm,male,"[{'year': '1911', 'category': 'medicine', 'share': '1', 'motivation': '""for his work on the dioptrics of the eye""', 'affiliations': [{'name': 'Uppsala University', 'city': 'Uppsala', 'country': 'Sweden'}]}]"
300,306,Alexis,Carrel,1873-06-28,1944-11-05,France,FR,Sainte-Foy-lès-Lyon,France,FR,Paris,male,"[{'year': '1912', 'category': 'medicine', 'share': '1', 'motivation': '""in recognition of his work on vascular suture and the transplantation of blood vessels and organs""', 'affiliations': [{'name': 'Rockefeller Institute for Medical Research', 'city': 'New York, NY', 'country': 'USA'}]}]"
301,307,Charles,Richet,1850-08-26,1935-12-04,France,FR,Paris,France,FR,Paris,male,"[{'year': '1913', 'category': 'medicine', 'share': '1', 'motivation': '""in recognition of his work on anaphylaxis""', 'affiliations': [{'name': 'Sorbonne University', 'city': 'Paris', 'country': 'France'}]}]"
302,308,Robert,Bárány,1876-04-22,1936-04-08,Austria,AT,Vienna,Sweden,SE,Uppsala,male,"[{'year': '1914', 'category': 'medicine', 'share': '1', 'motivation': '""for his work on the physiology and pathology of the vestibular apparatus""', 'affiliations': [{'name': 'Vienna University', 'city': 'Vienna', 'country': 'Austria'}]}]"
303,309,Jules,Bordet,1870-06-13,1961-04-06,Belgium,BE,Soignies,Belgium,BE,Brussels,male,"[{'year': '1919', 'category': 'medicine', 'share': '1', 'motivation': '""for his discoveries relating to immunity""', 'affiliations': [{'name': 'Brussels University', 'city': 'Brussels', 'country': 'Belgium'}]}]"
304,310,August,Krogh,1874-11-15,1949-09-13,Denmark,DK,Grenå,Denmark,DK,Copenhagen,male,"[{'year': '1920', 'category': 'medicine', 'share': '1', 'motivation': '""for his discovery of the capillary motor regulating mechanism""', 'affiliations': [{'name': 'Copenhagen University', 'city': 'Copenhagen', 'country': 'Denmark'}]}]"
305,311,Archibald V.,Hill,1886-09-26,1977-06-03,United Kingdom,GB,Bristol,United Kingdom,GB,Cambridge,male,"[{'year': '1922', 'category': 'medicine', 'share': '2', 'motivation': '""for his discovery relating to the production of heat in the muscle""', 'affiliations': [{'name': 'London University', 'city': 'London', 'country': 'United Kingdom'}]}]"
306,312,Otto,Meyerhof,1884-04-12,1951-10-06,Germany,DE,Hanover,USA,US,"Philadelphia, PA",male,"[{'year': '1922', 'category': 'medicine', 'share': '2', 'motivation': '""for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle""', 'affiliations': [{'name': 'Kiel University', 'city': 'Kiel', 'country': 'Germany'}]}]"
307,313,Frederick G.,Banting,1891-11-14,1941-02-21,Canada,CA,Alliston,Canada,CA,Newfoundland,male,"[{'year': '1923', 'category': 'medicine', 'share': '2', 'motivation': '""for the discovery of insulin""', 'affiliations': [{'name': 'University of Toronto', 'city': 'Toronto', 'country': 'Canada'}]}]"
308,314,John,Macleod,1876-09-06,1935-03-16,Scotland,GB,Cluny,Scotland,GB,Aberdeen,male,"[{'year': '1923', 'category': 'medicine', 'share': '2', 'motivation': '""for the discovery of insulin""', 'affiliations': [{'name': 'University of Toronto', 'city': 'Toronto', 'country': 'Canada'}]}]"
309,315,Willem,Einthoven,1860-05-21,1927-09-29,"Java, Dutch East Indies (now Indonesia)",ID,Semarang,the Netherlands,NL,Leiden,male,"[{'year': '1924', 'category': 'medicine', 'share': '1', 'motivation': '""for his discovery of the mechanism of the electrocardiogram""', 'affiliations': [{'name': 'Leiden University', 'city': 'Leiden', 'country': 'the Netherlands'}]}]"
310,316,Johannes,Fibiger,1867-04-23,1928-01-30,Denmark,DK,Silkeborg,Denmark,DK,Copenhagen,male,"[{'year': '1926', 'category': 'medicine', 'share': '1', 'motivation': '""for his discovery of the Spiroptera carcinoma""', 'affiliations': [{'name': 'Copenhagen University', 'city': 'Copenhagen', 'country': 'Denmark'}]}]"
311,317,Julius,Wagner-Jauregg,1857-03-07,1940-09-27,Austria,AT,Wels,Austria,AT,Vienna,male,"[{'year': '1927', 'category': 'medicine', 'share': '1', 'motivation': '""for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica""', 'affiliations': [{'name': 'Vienna University', 'city': 'Vienna', 'country': 'Austria'}]}]"
312,318,Charles,Nicolle,1866-09-21,1936-02-28,France,FR,Rouen,Tunisia,TN,Tunis,male,"[{'year': '1928', 'category': 'medicine', 'share': '1', 'motivation': '""for his work on typhus""', 'affiliations': [{'name': 'Institut Pasteur', 'city': 'Tunis', 'country': 'Tunisia'}]}]"
313,319,Christiaan,Eijkman,1858-08-11,1930-11-05,the Netherlands,NL,Nijkerk,the Netherlands,NL,Utrecht,male,"[{'year': '1929', 'category': 'medicine', 'share': '2', 'motivation': '""for his discovery of the antineuritic vitamin""', 'affiliations': [{'name': 'Utrecht University', 'city': 'Utrecht', 'country': 'the Netherlands'}]}]"
314,320,Sir Frederick,Hopkins,1861-06-20,1947-05-16,United Kingdom,GB,Eastbourne,United Kingdom,GB,Cambridge,male,"[{'year': '1929', 'category': 'medicine', 'share': '2', 'motivation': '""for his discovery of the growth-stimulating vitamins""', 'affiliations': [{'name': 'University of Cambridge', 'city': 'Cambridge', 'country': 'United Kingdom'}]}]"
315,321,Karl,Landsteiner,1868-06-14,1943-06-26,Austrian Empire (now Austria),AT,Vienna,USA,US,"New York, NY",male,"[{'year': '1930', 'category': 'medicine', 'share': '1', 'motivation': '""for his discovery of human blood groups""', 'affiliations': [{'name': 'Rockefeller Institute for Medical Research', 'city': 'New York, NY', 'country': 'USA'}]}]"
316,322,Otto,Warburg,1883-10-08,1970-08-01,Germany,DE,Freiburg im Breisgau,West Germany (now Germany),DE,West Berlin,male,"[{'year': '1931', 'category': 'medicine', 'share': '1', 'motivation': '""for his discovery of the nature and mode of action of the respiratory enzyme""', 'affiliations': [{'name': 'Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biologie', 'city': 'Berlin-Dahlem', 'country': 'Germany'}]}]"
317,323,Sir Charles,Sherrington,1857-11-27,1952-03-04,United Kingdom,GB,London,United Kingdom,GB,Eastbourne,male,"[{'year': '1932', 'category': 'medicine', 'share': '2', 'motivation': '""for their discoveries regarding the functions of neurons""', 'affiliations': [{'name': 'University of Oxford', 'city': 'Oxford', 'country': 'United Kingdom'}]}]"
318,324,Edgar,Adrian,1889-11-30,1977-08-08,United Kingdom,GB,London,United Kingdom,GB,Cambridge,male,"[{'year': '1932', 'category': 'medicine', 'share': '2', 'motivation': '""for their discoveries regarding the functions of neurons""', 'affiliations': [{'name': 'University of Cambridge', 'city': 'Cambridge', 'country': 'United Kingdom'}]}]"
319,325,Thomas H.,Morgan,1866-09-25,1945-12-04,USA,US,"Lexington, KY",USA,US,"Pasadena, CA",male,"[{'year': '1933', 'category': 'medicine', 'share': '1', 'motivation': '""for his discoveries concerning the role played by the chromosome in heredity""', 'affiliations': [{'name': 'California Institute of Technology (Caltech)', 'city': 'Pasadena, CA', 'country': 'USA'}]}]"
320,326,George H.,Whipple,1878-08-28,1976-02-01,USA,US,"Ashland, NH",USA,US,"Rochester, NY",male,"[{'year': '1934', 'category': 'medicine', 'share': '3', 'motivation': '""for their discoveries concerning liver therapy in cases of anaemia""', 'affiliations': [{'name': 'University of Rochester', 'city': 'Rochester, NY', 'country': 'USA'}]}]"
321,327,George R.,Minot,1885-12-02,1950-02-25,USA,US,"Boston, MA",USA,US,"Brookline, MA",male,"[{'year': '1934', 'category': 'medicine', 'share': '3', 'motivation': '""for their discoveries concerning liver therapy in cases of anaemia""', 'affiliations': [{'name': 'Harvard University', 'city': 'Cambridge, MA', 'country': 'USA'}]}]"
322,328,William P.,Murphy,1892-02-06,1987-10-09,USA,US,"Stoughton, WI",USA,US,"Brookline, MA",male,"[{'year': '1934', 'category': 'medicine', 'share': '3', 'motivation': '""for their discoveries concerning liver therapy in cases of anaemia""', 'affiliations': [{'name': 'Harvard University', 'city': 'Cambridge, MA', 'country': 'USA'}, {'name': 'Peter Brent Brigham Hospital', 'city': 'Boston, MA', 'country': 'USA'}]}]"
323,329,Hans,Spemann,1869-06-27,1941-09-12,Württemberg (now Germany),DE,Stuttgart,Germany,DE,Freiburg im Breisgau,male,"[{'year': '1935', 'category': 'medicine', 'share': '1', 'motivation': '""for his discovery of the organizer effect in embryonic development""', 'affiliations': [{'name': 'University of Freiburg im Breisgau', 'city': 'Breisgau', 'country': 'Germany'}]}]"
324,330,Sir Henry,Dale,1875-06-09,1968-07-23,United Kingdom,GB,London,United Kingdom,GB,Cambridge,male,"[{'year': '1936', 'category': 'medicine', 'share': '2', 'motivation': '""for their discoveries relating to chemical transmission of nerve impulses""', 'affiliations': [{'name': 'National Institute for Medical Research', 'city': 'London', 'country': 'United Kingdom'}]}]"
325,331,Otto,Loewi,1873-06-03,1961-12-25,Germany,DE,Frankfurt-on-the-Main,USA,US,"New York, NY",male,"[{'year': '1936', 'category': 'medicine', 'share': '2', 'motivation': '""for their discoveries relating to chemical transmission of nerve impulses""', 'affiliations': [{'name': 'Graz University', 'city': 'Graz', 'country': 'Austria'}]}]"
326,332,Albert,Szent-Györgyi,1893-09-16,1986-10-22,Austria-Hungary (now Hungary),HU,Budapest,USA,US,"Woods Hole, MA",male,"[{'year': '1937', 'category': 'medicine', 'share': '1', 'motivation': '""for his discoveries in connection with the biological combustion processes, with special reference to vitamin C and the catalysis of fumaric acid""', 'affiliations': [{'name': 'Szeged University', 'city': 'Szeged', 'country': 'Hungary'}]}]"
327,333,Corneille,Heymans,1892-03-28,1968-07-18,Belgium,BE,Ghent,Belgium,BE,Knokke,male,"[{'year': '1938', 'category': 'medicine', 'share': '1', 'motivation': '""for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration""', 'affiliations': [{'name': 'Ghent University', 'city': 'Ghent', 'country': 'Belgium'}]}]"
328,334,Gerhard,Domagk,1895-10-30,1964-04-24,Germany (now Poland),PL,Lagow,West Germany (now Germany),DE,Burgberg,male,"[{'year': '1939', 'category': 'medicine', 'share': '1', 'motivation': '""for the discovery of the antibacterial effects of prontosil""', 'affiliations': [{'name': 'Munster University', 'city': 'Munster', 'country': 'Germany'}]}]"
329,335,Henrik,Dam,1895-02-21,1976-04-17,Denmark,DK,Copenhagen,Denmark,DK,Copenhagen,male,"[{'year': '1943', 'category': 'medicine', 'share': '2', 'motivation': '""for his discovery of vitamin K""', 'affiliations': [{'name': 'Polytechnic Institute', 'city': 'Copenhagen', 'country': 'Denmark'}]}]"
330,336,Edward A.,Doisy,1893-11-13,1986-10-23,USA,US,"Hume, IL",USA,US,"St. Louis, MO",male,"[{'year': '1943', 'category': 'medicine', 'share': '2', 'motivation': '""for his discovery of the chemical nature of vitamin K""', 'affiliations': [{'name': 'Saint Louis University', 'city': 'St. Louis, MO', 'country': 'USA'}]}]"
331,337,Joseph,Erlanger,1874-01-05,1965-12-05,USA,US,"San Francisco, CA",USA,US,"St. Louis, MO",male,"[{'year': '1944', 'category': 'medicine', 'share': '2', 'motivation': '""for their discoveries relating to the highly differentiated functions of single nerve fibres""', 'affiliations': [{'name': 'Washington University', 'city': 'St. Louis, MO', 'country': 'USA'}]}]"
332,338,Herbert S.,Gasser,1888-07-05,1963-05-11,USA,US,"Platteville, WI",USA,US,"New York, NY",male,"[{'year': '1944', 'category': 'medicine', 'share': '2', 'motivation': '""for their discoveries relating to the highly differentiated functions of single nerve fibres""', 'affiliations': [{'name': 'Rockefeller Institute for Medical Research', 'city': 'New York, NY', 'country': 'USA'}]}]"
333,339,Sir Alexander,Fleming,1881-08-06,1955-03-11,Scotland,GB,Lochfield,United Kingdom,GB,London,male,"[{'year': '1945', 'category': 'medicine', 'share': '3', 'motivation': '""for the discovery of penicillin and its curative effect in various infectious diseases""', 'affiliations': [{'name': 'London University', 'city': 'London', 'country': 'United Kingdom'}]}]"
334,340,Ernst B.,Chain,1906-06-19,1979-08-12,Germany,DE,Berlin,Ireland,IE,Mulrany,male,"[{'year': '1945', 'category': 'medicine', 'share': '3', 'motivation': '""for the discovery of penicillin and its curative effect in various infectious diseases""', 'affiliations': [{'name': 'University of Oxford', 'city': 'Oxford', 'country': 'United Kingdom'}]}]"
335,341,Sir Howard,Florey,1898-09-24,1968-02-21,Australia,AU,Adelaide,United Kingdom,GB,Oxford,male,"[{'year': '1945', 'category': 'medicine', 'share': '3', 'motivation': '""for the discovery of penicillin and its curative effect in various infectious diseases""', 'affiliations': [{'name': 'University of Oxford', 'city': 'Oxford', 'country': 'United Kingdom'}]}]"
336,342,Hermann J.,Muller,1890-12-21,1967-04-05,USA,US,"New York, NY",USA,US,"Indianapolis, IN",male,"[{'year': '1946', 'category': 'medicine', 'share': '1', 'motivation': '""for the discovery of the production of mutations by means of X-ray irradiation""', 'affiliations': [{'name': 'Indiana University', 'city': 'Bloomington, IN', 'country': 'USA'}]}]"
337,343,Carl,Cori,1896-12-05,1984-10-20,Austria-Hungary (now Czech Republic),CZ,Prague,USA,US,"Cambridge, MA",male,"[{'year': '1947', 'category': 'medicine', 'share': '4', 'motivation': '""for their discovery of the course of the catalytic conversion of glycogen""', 'affiliations': [{'name': 'Washington University', 'city': 'St. Louis, MO', 'country': 'USA'}]}]"
338,344,Gerty,Cori,1896-08-15,1957-10-26,Austria-Hungary (now Czech Republic),CZ,Prague,USA,US,"St. Louis, MO",female,"[{'year': '1947', 'category': 'medicine', 'share': '4', 'motivation': '""for their discovery of the course of the catalytic conversion of glycogen""', 'affiliations': [{'name': 'Washington University', 'city': 'St. Louis, MO', 'country': 'USA'}]}]"
339,345,Bernardo,Houssay,1887-04-10,1971-09-21,Argentina,AR,Buenos Aires,Argentina,AR,Buenos Aires,male,"[{'year': '1947', 'category': 'medicine', 'share': '2', 'motivation': '""for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar""', 'affiliations': [{'name': 'Instituto de Biologia y Medicina Experimental (Institute for Biology and Experimental Medicine)', 'city': 'Buenos Aires', 'country': 'Argentina'}]}]"
340,346,Paul,Müller,1899-01-12,1965-10-12,Switzerland,CH,Olten,Switzerland,CH,Basel,male,"[{'year': '1948', 'category': 'medicine', 'share': '1', 'motivation': '""for his discovery of the high efficiency of DDT as a contact poison against several arthropods""', 'affiliations': [{'name': 'Laboratorium der Farben-Fabriken J.R. Geigy A.G. (Laboratory of the J.R. Geigy Dye-Factory Co.)', 'city': 'Basel', 'country': 'Switzerland'}]}]"
341,347,Walter,Hess,1881-03-17,1973-08-12,Switzerland,CH,Frauenfeld,Switzerland,CH,Ascona,male,"[{'year': '1949', 'category': 'medicine', 'share': '2', 'motivation': '""for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs""', 'affiliations': [{'name': 'University of Zurich', 'city': 'Zurich', 'country': 'Switzerland'}]}]"
